texto;sentimento
p isso é q eu ficava bem morta :)));Positivo
Eu quero mt q vcs nao fiquem juntos :) — Tudo em dobro pra você https://t.co/3LbLP9Oxcp;Positivo
@Daisukeew Diz ao pai :D;Positivo
Me levou bombom de morango quando, havíamos marcado uma viagem no fim de ano e, depois de mover mundos e fundos para finalmente conseguir uma folga, eu peguei caxumba :))));Positivo
Caralho minha saúde ta um nojo :);Positivo
@vine_panic Vamos te ajudar por DM, tudo bem? Espera nosso contato lá. :);Positivo
Fui hoje buscar o meu passaporte e já o perdi/foi roubado :) só a mim;Positivo
@MutieRina Estão ótimas :);Positivo
boa noite fml :);Positivo
Ok já que não tem Tease nessa caralha, vou ver um dorama e me apaixonar pelo app :) kkkkkkk;Positivo
@LobosNatii ia me acostumbre :);Positivo
@hey_mika Mas pq se enrolar no tapete? :D;Positivo
@empresswins Fiz tapioca de leite condensando hoje :D;Positivo
Assistindo o #ProgramaDoPorchat :);Positivo
@marklzee não querendo me meter mas ja me metendo, queria dizer que eu te entendo e que uma hora você vai se descobrir :);Positivo
Nada melhor do que ganhar 3 partidas no ff seguidas :));Positivo
Recentemente eu tenho conseguido ser muito mais grato pelas coisas que acontecem na minha vida e só deixo tudo entregue ao que tiver que ser. Faz tempo que não me sinto tão bem comigo mesmo em todos os pontos que me importo na vida (relações, profissional etc), gratidão sempre :D;Positivo
@lucas18maneiro vma é novo mano, só quase uns 20 anos :);Positivo
Travis kuyou mm atoa ne? A mim ainda mais :))) ya n vou esquecer esse dia e os seguintes;Positivo
@gabstiller oi saudade :);Positivo
@misericuordia @sialanches Fiquei tocado pelo apreço do cara pela tattoo. Espero que ele apodreça como um verme que deve ser. :);Positivo
Pretende emagrecer quando? Pq tá difícil ai hein — Quando eu sentir vontade eu tento meu caro anónimo :) https://t.co/0tl6afYI7r;Positivo
O que fazer com uma pessoa ou da vida quando a pessoa num dia demonstrar estar super afim e no outro não? — Manda ir pro inferno e segue sua vida :) https://t.co/SrNotJdgsO;Positivo
@NelsonD11314102 @tommyrojas_ De nada :D;Positivo
@iaejapa Boa noite :);Positivo
@renanlonguinho @felipe_autran Ninguém acaba com a corrupção, é só ver quem está em primeiro lugar nas pesquisas :);Positivo
é tão importante e necessário se colocar no lugar do outro. "será que se fosse ao contrário, eu iria gostar que fizesse isso comigo?" se a resposta for "não" então não faça com os outros :);Positivo
17. eu me considero bissexual desde os meus 16 anos e tenho varios amigos que se assumiram p si mesmos por minha causa :-);Positivo
@nana_ville se vc tiver alguns me passa nomes depois! :D;Positivo
Apenas curtir cada momento ao seu lado!! E tentar fazer los serem melhores a cada dia :) Como é bom ter alguém que deixa a sua vida muito mais colorida ! Kkk vc não existe mesmo kkk PS : só falta o chantilly, que estará tudo perfeito kkk S2;Positivo
Abriram as inscrições para o primeiro Torneio da Curitiba e-Sport League nas modalidades CS e LoL! Chama o clã pra ganhar 150 reais nesse campeonato gratuito :) Inscrição CS:GO: https://t.co/hJoCNoGPHf Inscrição LoL: https://t.co/EcvQfF2OKX Viva, sinta e jogue os torneios da CEL;Positivo
tá morando onde? — Colatina :) https://t.co/l0uw2wRdIh;Positivo
De volta nessa bagaça :)));Positivo
@john_lopes @fabioanadao falando sério agora, achei ótemo rsrs :);Positivo
@Correadudinha1 ela tá num lugar melhor :)) Amo vc;Positivo
@h3nribeiro @g1 É 3° #1 dele, que inclusive tem críticas melhores q o álbum da Nicki :);Positivo
@Castro_josye @Jusceliofarias @g1 @JohnnyHooker Perfeito ?? Eles se acham e não ?? sabem do que a mídia é capaz de usar ! Isso mesmo .. aff ?? Nos temos que nos preocupar é com os nossos próprios narizes , guerras que matam civis inocentes , Korea do N&am;Positivo
@gabrieldiasres @diegueiras_p eu sou, mais vcs me amam msm assim :);Positivo
@KarenVargasn_n que racias por ver elDM :);Positivo
A minha mãe nunca tem noção mesmo :)) https://t.co/tj23uL6rY2;Positivo
cheguei vivo e não foi graças ao motorista do 506 :);Positivo
Faltam 9 dias pra minha viagem e não tenho um casaco :) rindo de nervoso;Positivo
OFICIALMENTE DE FERIAS ! :P;Positivo
foo :) : e0a39398-e20d-4f12-99ff-ba96e31220a6;Positivo
@Mulattobitchh No ma'am! :);Positivo
@exaltazaura De nada! :);Positivo
https://t.co/RGDLoaLky1 posto minhas fotos aqui :);Positivo
@bbb Por favor, vejam o e-mail de vocês. Grata :);Positivo
fazia mt tempo q eu n tinha uma crisde ansiedade como agora :);Positivo
QUE AMANHÃ SEJA MELHOR QUE HOJE! #FuideBerço, Beijos :);Positivo
@kohakunushir viu eu consigo :);Positivo
@solomonwaste eu n quero saber dele :);Positivo
@onlydiamond1988 Vai sim more :);Positivo
@exofIix viu galera :);Positivo
#ProgramaDoPorchat Cafu monstro e Palmeiras não tem mundial ... :);Positivo
@westorisik Vou dar os parabéns :);Positivo
@amandastochero Calma que passa rápido :p;Positivo
não q eu esteja reclamando @giulaveder pode me responder :);Positivo
Não consigo dormir :);Positivo
@TomasOliveiras Ah mas isso é bacano! Obrigadão :);Positivo
@oiejuao @Flake_Snow O Elizeu? Gente pq vocês não me falaram antes? Sempre gostei do Elizeu :) obaobaobaobaobaobaobaoba!;Positivo
Espero q VC tenha tido um bom dia :) — tive sim bebe, espero que voce também tenha tido https://t.co/5rU70JQic3;Positivo
@mell1092 Eeee parabéns Mell :D;Positivo
SO PRA VCS FICAREM SABENDO OBG DND :) ??? BJS .. Flw .. https://t.co/yY8xGVyLaX;Positivo
Gostei de um vídeo @YouTube https://t.co/bv6WBC5ak8 - RobocopGay :);Positivo
Você é uma princesa — ta doidx? KKKKKK muito obrigadaaa :)) https://t.co/Ny1MHVTRa6;Positivo
@EdelmarYepez Meto dos :);Positivo
@bicicreta é do meme do GADO D++++ po :p;Positivo
@lulufloro eu amo essas viradas da vida que pegam a gente de surpresa e mostram como é bom só confiar :);Positivo
tive que pausar o meu banho pra tirar foto desse sabonete fofíssimo “cuide-se bem. faça isso por você.” não sei pq fiquei muito feliz em ler isso é quis compartilha :) valeu @oBoticario https://t.co/Fuo3eOL86U;Positivo
e falta um mês certinho pro meu aniversário &gt;:);Positivo
é isto :);Positivo
@bianca_cnds @beatrzcnds Eu em :)));Positivo
Acordar as 5h pra ir TRABALHAR :);Positivo
Se acha o lindão pra cima de mim né mas so uma memória do meu computador da entrada na sua carteira de motorista :D;Positivo
E aliás, te adoro @luizaharada :);Positivo
poxa mas seria uma pena se amanhã continuasse chovendo e não tivesse saída de campo :);Positivo
@DramaFeverBr Não curto kpop , mas fico crusheando esse amorzinho de pessoa . Já tenho meu próximo dorama a ser visto kkk :D;Positivo
@finomaravilha É só não pegar no mesmo horário amanhã... :P;Positivo
@Fioritoo_ Então já pode dormir feliz caro gafanhoto :) https://t.co/HnQwJ5iLxX;Positivo
diria algo para você de 5 anos atrás? oq? — passariam uns nomes e me mandaria ficar longe :) https://t.co/YBuo2GbxC7;Positivo
@DramaFeverBr The Best Hit , meu próximo dorama a ser visto . Ele é tão fofinho com essas caras e bocas que faz . Obg pelas dicas :) https://t.co/bk0E3l4fbx;Positivo
Se tenho ciúmes de alguma cena é porque é a sério :);Positivo
@sweetskll que bom, pô :);Positivo
@RenanPlayBR_ @DenixCartoons @fdsDinix @hack7w7 e incrível vc dando atençao para esses cara que n tem nem 100 follows, esquece eles Renan :D;Positivo
@Tth26490519 te amo coisa :);Positivo
Poder ser útil :) it’s something https://t.co/Uzf0IX6hng;Positivo
@CamWood_ Obg lindinho. Boa noite :);Positivo
blackout vai lançar álbum :);Positivo
@ehdaora Os pontos não marcam pra onde a pessoa já viajou. Esse mapa fica num hostel, para que os hóspedes marquem de onde vieram. :);Positivo
boa noite, gente. amanhã faço a faxina bloqueativa ao acordar. :);Positivo
@joaaobz Apesar de ser uma proposta tentadora leva-me a jantar primeiro pf :) https://t.co/xxIzVx0DMI;Positivo
@vanessadamata Boa noite! :).?? https://t.co/aT0cWgAw5y;Positivo
é oficial, tiraram o dia pa me foder o juízo :);Positivo
@CdNLeon Novas placas da NVIDIA :D;Positivo
@gabrielcalves_ GD, não se preocupa com o motion blur que vai dá pra tirar um monte na opção "vídeo" tá tudo no site da gameinformer :);Positivo
Personalidade forte mas caráter fraco :);Positivo
seria muito legal te encontrar no lago no ano novo, esbarra comigo lá :) — ué, quem é? vamo se trombar sim, na moral. eu vou antes pra toledo, em outubro, se quiser trombar... https://t.co/s9UlyHEp28;Positivo
Esse sou eu pensando se alguém vai fazer uma festa surpresa até o momento que eu surto achando q não e faço uma festa eu mesmo pra ninguém ir ):) https://t.co/lEZqyZLEgl;Positivo
@kkkkkkkamikaze Não. Essa música se chama Snowcone do deadmau5 :);Positivo
Só uma dessas de presente, já ficaria feliz :) Placa de Vídeo VGA NVIDIA EVGA... https://t.co/tDM7QV1IAZ;Positivo
@rodbastos @hey_mika @azaghal Conheço essa música (No good deed goes unpunished) o que não muda o fato do Azaghal sempre dizer e de que vou continuar atribuindo a autoria a ele :);Positivo
Me falta esto :)) https://t.co/tZdUsCVyRr;Positivo
gente, vcs sabiam que o meu crush, é bem parecido com o @LubaTV :);Positivo
@banilodorges @hey_mika @azaghal Na vdd essa fala vem de um musical mto antigo chamado the wicked. :D;Positivo
@lobosolidari0 7 meses. Faço em Marco :) E você?;Positivo
@GardMUFC @REVERSALYOUTUBE Sent a request from João Pessoa, Brazil :D;Positivo
@alexandrapg_06 Devo por branco e roxo :);Positivo
Twitter me bloqueó Twitter :);Positivo
Um mês e pouco para entregar o TCC e o tormento de dois anos atrás volta... MEU COMPUTADOR ESTRAGOU :);Positivo
@nannribeiro @TonypO HHAHAHAHA sorry, mas tive que rir! Sdds amigo :);Positivo
@strryvelynight imaginaa sz :);Positivo
@LocaPorVegas De nada :);Positivo
E que se fosse pra ser expulsa eu não ia empurrar e nem dar tapa. Eu ia descer a porrada mesmo :);Positivo
@Haddad_Fernando @geraldoalckmin @MichelTemer Engraçado... O Temer foi: - Eleito em 2010 como vice na chapa da Dilma; - Reeleito em 2014 como vice na chapa da Dilma; - Apoiou a SUA eleição em 2012 para prefeito de São Paulo, com direito a foto oficial. Al;Positivo
Sensação de dever cumprido. Aniversário do meu amor foi bem divertido, e era isso q eu queria :) Melhor coisa é ir deitar (depois da live) e saber q ocorreu tudo bem! e mais uma vez: PARABÉNS MEU ANJO &lt;3;Positivo
Hoje a gente fez mais progresso do que eu esperava no Bob Ross O5S :D bem divertido essa luta apesar do healing ser beeeeem pesado;Positivo
Isso ai gente, votem no Lula :) Vai dar certo, tenho certeza :) https://t.co/MHxk347GYC;Positivo
nossa divona #VMAs #ArianaOnVMAs ???:) https://t.co/nPtljk0Aej;Positivo
E não para :) Obrigada pelo serviço incrível, @TIMBrasil https://t.co/xRuB1TD3FM;Positivo
vc ta namorando de vdd? — não, é de mentirinha bb :) https://t.co/ZsYCh47ITP;Positivo
@tebanebayo amiga qual seu nome a gente conversa tanto mais nunca tive coragem de perguntar a propósito o meu é Fernanda :);Positivo
Obrigada a todos que puderam dar uma passadinha na stream ! Quem não pode não tem problema, amanhã tem mais ! :D ?&gt;&gt; https://t.co/zMCUmJXTVC &lt;&lt;? https://t.co/hUyZml0fbi;Positivo
Espero entrar na Sanches, estou farta de Gualtar! E das putas que lá andam :);Positivo
Só porque scream is coming :) https://t.co/3uhA6q3jto;Positivo
Cancelei o pedido pois minha sanidade mental é mais importante :);Positivo
vi um video sobre dear david e agora não consigo dormir :-);Positivo
avida to levando deus q ta me ajudando sei q nessa caminhada ele la em ciima ta me olhando. :);Positivo
Nao é por mal, é pro meu bem :);Positivo
@florenceREAL Oi tia eu sei fazer o ípsilon :))) https://t.co/ohn0WZ7BQH;Positivo
@CancerJack Só sei que prefiro console :);Positivo
@parriwall Muito :))));Positivo
agora vou xonar e só acordo a 1 da tarde por isso enviem me mensagem de bom dia :));Positivo
meu nenê dormiu :);Positivo
mandem-me um texto todo conas que me faça o dia para eu acordar bem ya :));Positivo
O mundo só vai saber seu valor se você se der o mesmo, mas se não souberem dane-se, você sabe#:-);Positivo
@Seb523 @nsfw_ookamisuke hehe eso me encantaria!! :D;Positivo
eu to muito orgulhoso da camila, mano, ela merece tudo que tá acontecendo com ela :))))))))) #VMAs;Positivo
@batesmotzl hahahahaha eu sei, eu sei! eu te amo tbm!!!! desculpa ter me expressado errado :) https://t.co/V6kVRYC8Lx;Positivo
@miressantos31 @uevitin Que eu mais gosto . : );Positivo
Faltou o recibo do pagamento de aluguel, com data de 31 de Dezembro. :-) https://t.co/6ptlrcpFWv;Positivo
Tomada da bastilha..................:)...... https://t.co/sfTR2jgtFd;Positivo
tenho duas redações p entregar amanhã e to exatamente assim :p;Positivo
@marquesig13 relaxa que tu ainda vai passar por muita música triste e experimental antes de chegar nas músicas emo, daí quando chegar seu psicológico vai estar tão fodido que nem vai fazer efeito :);Positivo
@unixprincess Juro que vou tentar :);Positivo
Elogie as pessoas! Diga algo que você acha lindo nelas. Sério, isso faz tão bem. Deixe as pessoas sabendo que elas são incríveis na forma de falar, de escrever, de ser...Vamos incentivar as pessoas a se amarem :);Positivo
@solomonwaste sempre é mais bonito :);Positivo
@mianjimin @obrienlives tudo ótimo e vc :);Positivo
Oq me conforta é saber que minha infância não foi assim pq quase não saia de casa :): https://t.co/FmYxDTDllL;Positivo
Assim como toda alegria é passageira nenhum sofrimento é eterno :);Positivo
EU TO AMANDO SUA THREAD DE GIFS JIKOOKKKK — Omg, vou continuar amanha :) https://t.co/241oX4mFdE;Positivo
Que estou eu ainda aqui a fazer :p;Positivo
@caanpeiz @PaulaJaramillo_ A dormir :p;Positivo
qual a parte amarela do ovo? — gema :D https://t.co/ZB4lQaUsD1;Positivo
conseguir consigo maaas n sou acostumada :p;Positivo
que diazao meu amiguinho. muito trampo pela frente! :);Positivo
@dani_louiseac Obrigada Dani e olha te digo o mesmo viu! Você tá sempre tão bonita quanto vejo nas suas fotos :);Positivo
Sempre tem alguém pra fazer tudo o que a outra pessoa não fez :);Positivo
@DarkCakeXX ta dificil bebe... mas obrigada por se importar :);Positivo
Act la haha claudio — vou aceitar :) https://t.co/wZ8byYumXG;Positivo
@harmiluni @_carmenbrazil @volovolant @oficialceano @Supercombo sem duvidas :);Positivo
Escrevo, logo, não piro! :) Twitter de auto ajuda e falações aleatórias. Se o que tiver aqui for útil pra você, me conta! ??;Positivo
Como está o dia dos pais aí? — ~do mesmo jeito q em qualquer lugar do mundo :) https://t.co/sEEcY2QB5Y;Positivo
@Keetheelleen Sim, estou morando aqui :);Positivo
@bethmoreno @legalizandra Pois é amiga. Esse homem é meu filho :);Positivo
@abocanervosa Acertar o queijo certo pro queijo quente :-);Positivo
hoje tinham 37 pessoas tentando falar por mim uma coisa q eu resolvi em 5 minutos sozinho :);Positivo
Sonhos se tornam realidade, mas você precisa se esforçar! :) https://t.co/XtVZjYT3mI;Positivo
Eu também :) https://t.co/RCHXUPKtYC;Positivo
@nandnami Ele tava me enchendo o saco aí eu olhei pra ele é ele explodiu Fim :D;Positivo
@a_barreto17 @joanaffurtado leonor se fac favor :) fico felix;Positivo
@mumaaji Meu interesse é mais por filosofia, política, ciências... Economia! Gosto disso. Linguística não tanto (só quando está ligada a estudos históricos-antropológicos). De todo modo, tu é INTP, hein?! :);Positivo
@unnieclc tá tudo bem :));Positivo
Opa! Nunca é tarde ?? Seja muito bem-vinda, Bruna! :) https://t.co/M5mtOg94fF;Positivo
A ThaY me liga praticamente todos os dias :) desde ontem ksksksks gostei;Positivo
@mumaaji Interessante. Eu não tenho taaanto interesse em outras línguas. Na verdade, só quero aprender inglês, espanhol e russo. Mandarim, talvez, no futuro, já que é uma das línguas do futuro :);Positivo
Dom Pedro (:p) https://t.co/ke1O4op2da;Positivo
A gente assistiu um pouco de todo mundo odeia o Chris e agr ele tá deitado no meu colo dormindo :) #TercaDetremuraSDV #segundadetremurasdv;Positivo
Só pra avisar. Tem CD novo do @gilbertogil e Single novo do @Skank . APROVEITEM! Disponíveis nas principais plataformas digitais :D;Positivo
